idx,img_id,HSV_CLUSTER,mosaic_idx,mosaic_position,fold,cluster,source,hold_out,METRIC_SCORE
612,1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0,1,406,,1,f,train,0,0.8017370215990907
613,94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0,2,72,down_right,2,b,train,0,0.4543602035445482
614,6b61ab2e3ff0e2c7a55fd71e290b51e142555cf82bc7574fc27326735e8acbd1,1,407,,2,a,train,0,0.7373314496782023
615,11a0170f44e3ab4a8d669ae8ea9546d3a32ebfe6486d9066e5648d30b4e1cb69,1,408,,0,f,train,0,0.7676989676989676
616,a02ec007ae8feddb758078b1dfb8010c26886fd3c8babdc308ead8b4a63acbdb,1,409,,3,f,train,0,0.547155268511653
617,5b0bde771bc67c505d1b59405cbcad0a2766ec3ee4e35852e959552c1b454233,1,410,,3,f,train,0,0.43095959595959604
618,2c61fdcb36fd1b2944895af6204279e9f6c164ba894198b40c8b7a3c9bf500ea,2,65,up_left,3,e,train,1,0.4902218753381545
619,b2c23ddb04531158da6a0abcaca78fec0ae5c6f64f60166e4f36f4a161efd76f,1,411,,0,f,train,0,0.8787878787878789
620,e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243,1,412,,1,f,train,0,0.7217586478228515
621,c901794d1a421d52e5734500c0a2a8ca84651fb93b19cec2f411855e70cae339,1,413,,2,a,train,0,0.8608333333333335
622,a3a1b8f9794ef589b71faa9f35fd97ad6761c4488718fbcf766e95e31afa8606,1,64,down_right,0,f,train,0,0.5912503552145496
623,3ab9cab6212fabd723a2c5a1949c2ded19980398b56e6080978e796f45cbbc90,1,414,,3,f,train,0,0.507451626804568
624,1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d,1,37,down_right,3,f,train,0,0.6516200427407324
625,79dfcbc9361edd3a1ffe81a5bdaa22a197ad1341f3fa64b86a646c2607d6b324,1,22,up_left,1,f,train,0,0.9714285714285712
626,3852c7e45bd885b9537e276861ab50b99bb42f0f8e717d2f88174c62862ca3ff,1,415,,0,a,train,0,0.35930421144964103
627,b0defa611b75645c0283464ee4163917bad382d335b61e8509f065bf371fa15f,1,416,,1,f,train,0,0.6479187685734279
628,f0c9f135c62572f3669a75b2c735e4477dc77fac85e653426ee2b3bcfbed7aaf,1,5,down_left,0,f,train,0,0.6984634279840335
629,d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0,1,417,,2,f,train,0,0.8484539551886474
630,2ad489c11ed8b77a9d8a2339ac64ffc38e79281c03a2507db4688fd3186c0fe5,1,418,,3,f,train,0,0.8158823529411764
631,aa47f0b303b1d525b52452ae3a8553b2d61d719a28aee547e2ef1fc6730a078f,1,2,up_left,2,f,train,0,0.43018005482291205
632,d32ea6d318626ca14a967d0c1ad3218aebfe636624a8d1173f5150dde8ff38cf,1,419,,0,f,train,0,0.8929292929292929
633,615985773f1469fbc00915b3e82d1d4942051c09ddea2667e37ad361ed2e9d59,1,53,down_right,0,f,train,0,0.4527266175138348
634,3bfd6bb152310f93daa6f4e1867c10572946e874b3a30c9ba8e0fcdeb590300b,1,420,,1,f,train,0,0.5919237812241629
635,ae9f76b5360df3f60f3cdd389652b96e823080bb830dd8c79e7f1e597d51bc1c,1,421,,2,a,train,0,0.5588238902998379
636,da31f2aa8601afec5c45180a2c448cb9c4a8ec7b35e75190d6ba3588f69058c8,1,57,down_right,3,a,train,0,0.6413584405291866
637,947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050,2,422,,3,e,train,1,0.14667401073926625
638,6bc8cda54f5b66a2a27d962ac219f8075bf7cc43b87ba0c9e776404370429e80,1,423,,0,f,train,0,0.6129984051036682
639,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,1,424,,1,f,train,0,0.5706921323933519
640,a0afead3b4fe393f6a6159de040ecb2e66f8a89090abf0d0bf5b8e1d38ae667c,1,425,,2,f,train,0,0.6964101698847399
641,a6515d73077866808ad4cb837ecdac33612527b8a1041e82135e40fce2bb9380,1,426,,3,f,train,0,0.3144814874308877
642,e23e11414ee645b51081fb202d38b793f0c8ef2940f8228ded384899d21b02c2,1,30,up_left,2,a,train,0,0.6388937199336954
643,5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991,1,21,down_right,3,f,train,0,0.6234924882028541
644,1e8408fbb1619e7a0bcdd0bcd21fae57e7cb1f297d4c79787a9d0f5695d77073,1,68,up_left,0,f,train,0,0.7193583959899751
645,9cdac2870cfe65b6cb61bd151020068a3b427118a27343767b07ea39483fee32,1,48,down_left,1,f,train,1,0.27855414151714386
646,29ea4f6eb4545f43868a9b40a60000426bf8dfd9d062546656a37bd2a2aaf9ec,1,427,,0,f,train,0,0.6047032967032967
647,62057502c387145ed4f8f7f0d5e5bedcb72d3bcec15fa71cb0310dee32871461,1,428,,1,f,train,0,0.8821367951574455
648,0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe,1,429,,2,f,train,0,0.7158441558441558
649,e2d22d3d283915df8350d039278e314a23e6e8f2b41bdfc16df849e22dd13b36,1,39,down_left,1,f,train,0,0.8231460086779236
650,815524d88283ba10ad597b87aa1967671db776df8004a0c4291b67fc2624c22a,2,430,,3,c,train,0,0.6859368236921668
651,0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93,1,62,up_left,2,f,train,0,0.9111111111111112
652,136000dc18fa6def2d6c98d4d0b2084d13c22eaffe82e26c665bcaa2a9e51261,2,52,up_left,1,c,train,0,0.6244010241346307
653,aa58ba4512955771b4f9b459cb4e6a8adb71d11cd6cae662ec2df31d688a5fe0,2,1,up_right,3,b,train,0,0.390089743959278
654,7f38885521586fc6011bef1314a9fb2aa1e4935bd581b2991e1d963395eab770,0,431,,0,d,train,0,0.4207153880871237
655,dabfee30b46d23569c63fa7253ef10b2407fbe8023035a5030252313cb718097,1,432,,1,f,train,0,0.8204146730462522
656,a246bcaa64af48ee5ca181cd594c0fc43466e7614406eb8bc01199a16ebc95d0,1,433,,2,f,train,0,0.5657541758499726
657,57d88f45e479ce3821839b2706d667758c63ac769d76800d815c73d2507c1e42,1,74,down_left,3,f,train,0,0.3471731943603428
658,648636ee314d7bdba3ab2fc0fe49a863de35c3e2caf619039f678df67b526868,1,14,down_left,3,a,train,1,0.5034363154509619
659,bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d,1,434,,1,f,train,0,0.8298731261340236
660,1ec74a26e772966df764e063f1391109a60d803cff9d15680093641ed691bf72,2,1,up_left,3,b,train,0,0.479834927071355
661,37ed50eea5a1e0bade3e6753793b6caeb061cd4c2f365658c257f69cab1f6288,1,54,up_right,3,f,train,0,0.243235406598156
662,2cfa857e63be1b418c91ad5ea1f8d136fd1b80fc856e1d4277274c3dea28011c,1,64,up_left,0,f,train,0,0.6225330225330225
663,1c8b905c9519061d6d091e702b45274f4485c80dcf7fb1491e6b2723f5002180,1,435,,2,f,train,0,0.8109388446630638
664,10256_500_f00001_0,4,1000,,0,g,janowczyk,0,0.5643632727649467
665,10256_500_f00020_0,4,1000,,0,g,janowczyk,0,0.4175084642369125
666,10256_500_f00020_1,4,1000,,0,g,janowczyk,0,0.4051911024487246
667,10261_500_f00001_0,4,1001,,1,g,janowczyk,0,0.6119537793566292
668,10261_500_f00020_0,4,1001,,1,g,janowczyk,0,0.5943751479149116
669,10261_500_f00020_1,4,1001,,1,g,janowczyk,0,0.5354483468436536
670,10261_500_f00020_2,4,1001,,1,g,janowczyk,0,0.5671971556706907
671,10261_500_f00020_3,4,1001,,1,g,janowczyk,0,0.5697446869317938
672,10264_500_f00318_0,4,1002,,2,g,janowczyk,0,0.5941649466156138
673,10273_500_f00020_0,4,1003,,3,g,janowczyk,0,0.6973601854534917
674,10273_500_f00020_1,4,1003,,3,g,janowczyk,0,0.5449557422386869
675,10273_500_f00020_2,4,1003,,3,g,janowczyk,0,0.5520815025353658
676,12909_500_f00032_0,4,1004,,0,g,janowczyk,0,0.7711114716156733
677,13459_500_f00020_0,4,1005,,1,g,janowczyk,0,0.4833194398041538
678,14192_500_f00042_0,4,1006,,2,g,janowczyk,0,0.5620309885968118
679,16555_500_f00028_0,4,1007,,3,g,janowczyk,0,0.7314876770940713
680,17565_500_f00029_0,4,1008,,0,g,janowczyk,0,0.6209079262746877
681,25289_500_f00054_0,4,1009,,1,g,janowczyk,1,0.5568032093026632
682,25740_500_f00179_0,4,1010,,2,g,janowczyk,0,0.6979028586637283
683,25740_500_f00179_1,4,1010,,2,g,janowczyk,0,0.6158550259184133
684,8913_500_f00003_0,4,1011,,3,g,janowczyk,1,0.5612157574970134
685,8913_500_f00003_1,4,1011,,3,g,janowczyk,1,0.6459840378484472
686,8914_500_f00021_0,4,1012,,0,g,janowczyk,1,0.4028344659422101
687,8951_500_f00082_0,4,1013,,1,g,janowczyk,0,0.6610069041377963
688,8951_500_f00082_1,4,1013,,1,g,janowczyk,0,0.5681440830703813
689,8951_500_f00082_2,4,1013,,1,g,janowczyk,0,0.6031460520660954
690,8959_500_f00002_0,4,1014,,2,g,janowczyk,0,0.7164364465124142
691,8959_500_f00002_1,4,1014,,2,g,janowczyk,0,0.5884528655480273
692,8959_500_f00002_2,4,1014,,2,g,janowczyk,0,0.6689129152597056
693,8959_500_f00002_3,4,1014,,2,g,janowczyk,0,0.6243687884477442
694,8959_500_f00002_4,4,1014,,2,g,janowczyk,0,0.5861941574926379
695,8959_500_f00002_5,4,1014,,2,g,janowczyk,0,0.6934731765262111
696,8974_500_f00015_0,4,1015,,3,g,janowczyk,0,0.5887690386628659
697,8974_500_f00015_1,4,1015,,3,g,janowczyk,0,0.5784610330991113
698,9023_500_f00029_0,4,1016,,0,g,janowczyk,0,0.6732852515399552
699,9024_500_f00015_0,4,1017,,1,g,janowczyk,0,0.6615576942239345
700,9257_500_f00006_0,4,1018,,2,g,janowczyk,0,0.539951115090717
701,9261_500_f00001_0,4,1019,,3,g,janowczyk,0,0.5152836345705634
702,9261_500_f00001_1,4,1019,,3,g,janowczyk,0,0.4024915955634363
703,9261_500_f00020_0,4,1019,,3,g,janowczyk,0,0.379359070312245
704,TCGA-18-5592-01Z-00-DX1_0,5,2000,,0,h,kumar,0,0.3662534420347859
705,TCGA-18-5592-01Z-00-DX1_1,5,2000,,0,h,kumar,0,0.32905573847527136
706,TCGA-18-5592-01Z-00-DX1_2,5,2000,,0,h,kumar,0,0.3690271090470771
707,TCGA-18-5592-01Z-00-DX1_3,5,2000,,0,h,kumar,0,0.4202599921570361
708,TCGA-21-5784-01Z-00-DX1_0,5,2001,,1,h,kumar,0,0.24859216283101165
709,TCGA-21-5784-01Z-00-DX1_1,5,2001,,1,h,kumar,0,0.2740599760862662
710,TCGA-21-5784-01Z-00-DX1_2,5,2001,,1,h,kumar,0,0.2974749612901516
711,TCGA-21-5784-01Z-00-DX1_3,5,2001,,1,h,kumar,0,0.30636328439783705
712,TCGA-21-5786-01Z-00-DX1_0,5,2001,,1,h,kumar,0,0.27807765974172016
713,TCGA-21-5786-01Z-00-DX1_1,5,2001,,1,h,kumar,0,0.2924849508067848
714,TCGA-21-5786-01Z-00-DX1_2,5,2001,,1,h,kumar,0,0.1829902472299384
715,TCGA-21-5786-01Z-00-DX1_3,5,2001,,1,h,kumar,0,0.2528968895500591
716,TCGA-38-6178-01Z-00-DX1_0,5,2002,,2,h,kumar,0,0.2796615570771228
717,TCGA-38-6178-01Z-00-DX1_1,5,2002,,2,h,kumar,0,0.2658335082266161
718,TCGA-38-6178-01Z-00-DX1_2,5,2002,,2,h,kumar,0,0.17000901374390912
719,TCGA-38-6178-01Z-00-DX1_3,5,2002,,2,h,kumar,0,0.28449492701363216
720,TCGA-49-4488-01Z-00-DX1_0,5,2003,,3,h,kumar,0,0.3333088219326378
721,TCGA-49-4488-01Z-00-DX1_1,5,2003,,3,h,kumar,0,0.3275811036593365
722,TCGA-49-4488-01Z-00-DX1_2,5,2003,,3,h,kumar,0,0.3175801499137568
723,TCGA-49-4488-01Z-00-DX1_3,5,2003,,3,h,kumar,0,0.3352190796265179
724,TCGA-50-5931-01Z-00-DX1_0,5,2004,,0,h,kumar,1,0.2009031601096439
725,TCGA-50-5931-01Z-00-DX1_1,5,2004,,0,h,kumar,1,0.2375823691645461
726,TCGA-50-5931-01Z-00-DX1_2,5,2004,,0,h,kumar,1,0.2617541759333518
727,TCGA-50-5931-01Z-00-DX1_3,5,2004,,0,h,kumar,1,0.21728401271594236
728,TCGA-A7-A13E-01Z-00-DX1_0,5,2005,,1,h,kumar,0,0.3741694013766591
729,TCGA-A7-A13E-01Z-00-DX1_1,5,2005,,1,h,kumar,0,0.3713053798015677
730,TCGA-A7-A13E-01Z-00-DX1_2,5,2005,,1,h,kumar,0,0.3401756212012152
731,TCGA-A7-A13E-01Z-00-DX1_3,5,2005,,1,h,kumar,0,0.4160948486364908
732,TCGA-A7-A13F-01Z-00-DX1_0,5,2005,,1,h,kumar,1,0.3573635050680064
733,TCGA-A7-A13F-01Z-00-DX1_1,5,2005,,1,h,kumar,1,0.3781869436533496
734,TCGA-A7-A13F-01Z-00-DX1_2,5,2005,,1,h,kumar,1,0.3799283679708072
735,TCGA-A7-A13F-01Z-00-DX1_3,5,2005,,1,h,kumar,1,0.4355734033491442
736,TCGA-AR-A1AK-01Z-00-DX1_0,5,2006,,2,h,kumar,1,0.3350899392140923
737,TCGA-AR-A1AK-01Z-00-DX1_1,5,2006,,2,h,kumar,1,0.3191865299711714
738,TCGA-AR-A1AK-01Z-00-DX1_2,5,2006,,2,h,kumar,1,0.3206913273203369
739,TCGA-AR-A1AK-01Z-00-DX1_3,5,2006,,2,h,kumar,1,0.34854990813921205
740,TCGA-AR-A1AS-01Z-00-DX1_0,5,2006,,2,h,kumar,1,0.40373388429627344
741,TCGA-AR-A1AS-01Z-00-DX1_1,5,2006,,2,h,kumar,1,0.3954199997015174
742,TCGA-AR-A1AS-01Z-00-DX1_2,5,2006,,2,h,kumar,1,0.4344045476155215
743,TCGA-AR-A1AS-01Z-00-DX1_3,5,2006,,2,h,kumar,1,0.44029494933338975
744,TCGA-AY-A8YK-01A-01-TS1_0,5,2007,,3,h,kumar,0,0.24937178079892536
745,TCGA-AY-A8YK-01A-01-TS1_1,5,2007,,3,h,kumar,0,0.2605468860230479
746,TCGA-AY-A8YK-01A-01-TS1_2,5,2007,,3,h,kumar,0,0.2425458616612691
747,TCGA-AY-A8YK-01A-01-TS1_3,5,2007,,3,h,kumar,0,0.3242084092418033
748,TCGA-B0-5698-01Z-00-DX1_0,5,2008,,0,h,kumar,0,0.2761168096468737
749,TCGA-B0-5698-01Z-00-DX1_1,5,2008,,0,h,kumar,0,0.299497319135411
750,TCGA-B0-5698-01Z-00-DX1_2,5,2008,,0,h,kumar,0,0.3108060872386792
751,TCGA-B0-5698-01Z-00-DX1_3,5,2008,,0,h,kumar,0,0.3186646654362833
752,TCGA-B0-5710-01Z-00-DX1_0,5,2008,,0,h,kumar,0,0.3261530521790437
753,TCGA-B0-5710-01Z-00-DX1_1,5,2008,,0,h,kumar,0,0.4163412303323147
754,TCGA-B0-5710-01Z-00-DX1_2,5,2008,,0,h,kumar,0,0.4183176104610325
755,TCGA-B0-5710-01Z-00-DX1_3,5,2008,,0,h,kumar,0,0.44893056784600216
756,TCGA-B0-5711-01Z-00-DX1_0,5,2008,,0,h,kumar,0,0.32832730135230503
757,TCGA-B0-5711-01Z-00-DX1_1,5,2008,,0,h,kumar,0,0.3935231482634533
758,TCGA-B0-5711-01Z-00-DX1_2,5,2008,,0,h,kumar,0,0.3832886893900148
759,TCGA-B0-5711-01Z-00-DX1_3,5,2008,,0,h,kumar,0,0.3058502146695399
760,TCGA-CH-5767-01Z-00-DX1_0,5,2009,,1,h,kumar,0,0.3737715554873333
761,TCGA-CH-5767-01Z-00-DX1_1,5,2009,,1,h,kumar,0,0.3590013479629765
762,TCGA-CH-5767-01Z-00-DX1_2,5,2009,,1,h,kumar,0,0.3939143268323488
763,TCGA-CH-5767-01Z-00-DX1_3,5,2009,,1,h,kumar,0,0.33530936189985044
764,TCGA-DK-A2I6-01A-01-TS1_0,5,2010,,2,h,kumar,0,0.3966140351583637
765,TCGA-DK-A2I6-01A-01-TS1_1,5,2010,,2,h,kumar,0,0.3948605129721687
766,TCGA-DK-A2I6-01A-01-TS1_2,5,2010,,2,h,kumar,0,0.5002865382451689
767,TCGA-DK-A2I6-01A-01-TS1_3,5,2010,,2,h,kumar,0,0.3329586015150582
768,TCGA-E2-A14V-01Z-00-DX1_0,5,2011,,3,h,kumar,0,0.4392994208249842
769,TCGA-E2-A14V-01Z-00-DX1_1,5,2011,,3,h,kumar,0,0.44681856005947534
770,TCGA-E2-A14V-01Z-00-DX1_2,5,2011,,3,h,kumar,0,0.2688559055431225
771,TCGA-E2-A14V-01Z-00-DX1_3,5,2011,,3,h,kumar,0,0.43756982485331697
772,TCGA-E2-A1B5-01Z-00-DX1_0,5,2011,,3,h,kumar,0,0.2357748473072117
773,TCGA-E2-A1B5-01Z-00-DX1_1,5,2011,,3,h,kumar,0,0.3228301932284121
774,TCGA-E2-A1B5-01Z-00-DX1_2,5,2011,,3,h,kumar,0,0.2685460166736956
775,TCGA-E2-A1B5-01Z-00-DX1_3,5,2011,,3,h,kumar,0,0.4049239929552216
776,TCGA-G2-A2EK-01A-02-TSB_0,5,2012,,0,h,kumar,0,0.32334602132292056
777,TCGA-G2-A2EK-01A-02-TSB_1,5,2012,,0,h,kumar,0,0.2900785598181547
778,TCGA-G2-A2EK-01A-02-TSB_2,5,2012,,0,h,kumar,0,0.3196208604873603
779,TCGA-G2-A2EK-01A-02-TSB_3,5,2012,,0,h,kumar,0,0.31200656402198473
780,TCGA-G9-6336-01Z-00-DX1_0,5,2013,,1,h,kumar,0,0.3986430558249671
781,TCGA-G9-6336-01Z-00-DX1_1,5,2013,,1,h,kumar,0,0.38004939262780224
782,TCGA-G9-6336-01Z-00-DX1_2,5,2013,,1,h,kumar,0,0.3908366574369736
783,TCGA-G9-6336-01Z-00-DX1_3,5,2013,,1,h,kumar,0,0.35497273558502795
784,TCGA-G9-6348-01Z-00-DX1_0,5,2013,,1,h,kumar,0,0.4432707039413145
785,TCGA-G9-6348-01Z-00-DX1_1,5,2013,,1,h,kumar,0,0.3997429848318289
786,TCGA-G9-6348-01Z-00-DX1_2,5,2013,,1,h,kumar,0,0.4566417271104918
787,TCGA-G9-6348-01Z-00-DX1_3,5,2013,,1,h,kumar,0,0.3832046944089904
788,TCGA-G9-6356-01Z-00-DX1_0,5,2013,,1,h,kumar,0,0.4745450575961942
789,TCGA-G9-6356-01Z-00-DX1_1,5,2013,,1,h,kumar,0,0.5292211234113002
790,TCGA-G9-6356-01Z-00-DX1_2,5,2013,,1,h,kumar,0,0.4878117953579574
791,TCGA-G9-6356-01Z-00-DX1_3,5,2013,,1,h,kumar,0,0.4698080923803222
792,TCGA-G9-6362-01Z-00-DX1_0,5,2013,,1,h,kumar,0,0.3536798881972553
793,TCGA-G9-6362-01Z-00-DX1_1,5,2013,,1,h,kumar,0,0.40178567080899696
794,TCGA-G9-6362-01Z-00-DX1_2,5,2013,,1,h,kumar,0,0.3888888355149713
795,TCGA-G9-6362-01Z-00-DX1_3,5,2013,,1,h,kumar,0,0.3951499199240399
796,TCGA-G9-6363-01Z-00-DX1_0,5,2013,,1,h,kumar,1,0.3752763197571064
797,TCGA-G9-6363-01Z-00-DX1_1,5,2013,,1,h,kumar,1,0.4019741396198423
798,TCGA-G9-6363-01Z-00-DX1_2,5,2013,,1,h,kumar,1,0.3539317802246543
799,TCGA-G9-6363-01Z-00-DX1_3,5,2013,,1,h,kumar,1,0.35144697580483203
800,TCGA-HE-7128-01Z-00-DX1_0,5,2014,,2,h,kumar,0,0.3260723387699528
801,TCGA-HE-7128-01Z-00-DX1_1,5,2014,,2,h,kumar,0,0.36948501450721294
802,TCGA-HE-7128-01Z-00-DX1_2,5,2014,,2,h,kumar,0,0.3618043727012432
803,TCGA-HE-7128-01Z-00-DX1_3,5,2014,,2,h,kumar,0,0.3645633186433359
804,TCGA-HE-7129-01Z-00-DX1_0,5,2014,,2,h,kumar,0,0.27281109002088433
805,TCGA-HE-7129-01Z-00-DX1_1,5,2014,,2,h,kumar,0,0.2368121987000305
806,TCGA-HE-7129-01Z-00-DX1_2,5,2014,,2,h,kumar,0,0.2670013993947756
807,TCGA-HE-7129-01Z-00-DX1_3,5,2014,,2,h,kumar,0,0.30720757089336825
808,TCGA-HE-7130-01Z-00-DX1_0,5,2014,,2,h,kumar,0,0.2985618295184166
809,TCGA-HE-7130-01Z-00-DX1_1,5,2014,,2,h,kumar,0,0.26682191007058603
810,TCGA-HE-7130-01Z-00-DX1_2,5,2014,,2,h,kumar,0,0.27259729238422625
811,TCGA-HE-7130-01Z-00-DX1_3,5,2014,,2,h,kumar,0,0.2442373067937377
812,TCGA-KB-A93J-01A-01-TS1_0,5,2015,,3,h,kumar,0,0.5105644562050733
813,TCGA-KB-A93J-01A-01-TS1_1,5,2015,,3,h,kumar,0,0.5011517036409067
814,TCGA-KB-A93J-01A-01-TS1_2,5,2015,,3,h,kumar,0,0.4942012402789298
815,TCGA-KB-A93J-01A-01-TS1_3,5,2015,,3,h,kumar,0,0.5541221273909136
816,TCGA-NH-A8F7-01A-01-TS1_0,5,2016,,0,h,kumar,1,0.3173973808651436
817,TCGA-NH-A8F7-01A-01-TS1_1,5,2016,,0,h,kumar,1,0.3080614940657725
818,TCGA-NH-A8F7-01A-01-TS1_2,5,2016,,0,h,kumar,1,0.2711397573321125
819,TCGA-NH-A8F7-01A-01-TS1_3,5,2016,,0,h,kumar,1,0.2626474502622954
820,TCGA-RD-A8N9-01A-01-TS1_0,5,2017,,1,h,kumar,0,0.4473386645703803
821,TCGA-RD-A8N9-01A-01-TS1_1,5,2017,,1,h,kumar,0,0.5838144500738567
822,TCGA-RD-A8N9-01A-01-TS1_2,5,2017,,1,h,kumar,0,0.5168415579205523
823,TCGA-RD-A8N9-01A-01-TS1_3,5,2017,,1,h,kumar,0,0.5504746028903248
824,gnf_dna-0,6,3000,,0,j,isbi2009,0,0.8254817810732877
825,gnf_dna-1,6,3001,,1,j,isbi2009,0,0.6834141574951025
826,gnf_dna-10,6,3002,,2,j,isbi2009,0,0.8462222222222222
827,gnf_dna-11,6,3003,,3,j,isbi2009,0,0.5406533376398588
828,gnf_dna-12,6,3004,,0,j,isbi2009,0,0.7619185009384646
829,gnf_dna-13,6,3005,,1,j,isbi2009,0,0.6505579205366356
830,gnf_dna-14,6,3006,,2,j,isbi2009,0,0.7947728673965458
831,gnf_dna-15,6,3007,,3,j,isbi2009,0,0.8542857142857143
832,gnf_dna-16,6,3008,,0,j,isbi2009,0,0.8019042133401459
833,gnf_dna-17,6,3009,,1,j,isbi2009,0,0.9111303206040048
834,gnf_dna-18,6,3010,,2,j,isbi2009,0,0.7994054710275769
835,gnf_dna-19,6,3011,,3,j,isbi2009,0,0.9257185450208706
836,gnf_dna-2,6,3012,,0,j,isbi2009,0,0.8338641596498741
837,gnf_dna-20,6,3013,,1,j,isbi2009,0,0.9063333333333332
838,gnf_dna-21,6,3014,,2,j,isbi2009,0,0.7553894662496217
839,gnf_dna-22,6,3015,,3,j,isbi2009,0,0.8339784946236559
840,gnf_dna-23,6,3016,,0,j,isbi2009,0,0.8326906397578238
841,gnf_dna-24,6,3017,,1,j,isbi2009,0,0.8555675270416522
842,gnf_dna-25,6,3018,,2,j,isbi2009,0,0.6369534377530052
843,gnf_dna-26,6,3019,,3,j,isbi2009,0,0.9022535959974984
844,gnf_dna-27,6,3020,,0,j,isbi2009,0,0.7519744073834888
845,gnf_dna-28,6,3021,,1,j,isbi2009,0,0.9791666666666666
846,gnf_dna-29,6,3022,,2,j,isbi2009,0,0.9283333333333332
847,gnf_dna-3,6,3023,,3,j,isbi2009,0,0.6517584173770787
848,gnf_dna-30,6,3024,,0,j,isbi2009,0,0.9361293436293436
849,gnf_dna-32,6,3025,,1,j,isbi2009,0,0.7650197628458498
850,gnf_dna-33,6,3026,,2,j,isbi2009,0,0.8299595141700404
851,gnf_dna-34,6,3027,,3,j,isbi2009,0,0.9614509803921568
852,gnf_dna-35,6,3028,,0,j,isbi2009,0,0.6602926572835072
853,gnf_dna-36,6,3029,,1,j,isbi2009,0,0.8631203558346415
854,gnf_dna-37,6,3030,,2,j,isbi2009,0,0.7267795880798976
855,gnf_dna-38,6,3031,,3,j,isbi2009,0,0.8436768135123212
856,gnf_dna-39,6,3032,,0,j,isbi2009,0,0.8030641262569371
857,gnf_dna-4,6,3033,,1,j,isbi2009,0,0.8639505356301797
858,gnf_dna-40,6,3034,,2,j,isbi2009,0,0.7098873591989988
859,gnf_dna-41,6,3035,,3,j,isbi2009,0,0.7843145716588502
860,gnf_dna-42,6,3036,,0,j,isbi2009,0,0.8217336152219874
861,gnf_dna-44,6,3037,,1,j,isbi2009,0,0.8413712121212121
862,gnf_dna-45,6,3038,,2,j,isbi2009,0,0.8520796197266784
863,gnf_dna-46,6,3039,,3,j,isbi2009,0,0.9120174922210076
864,gnf_dna-47,6,3040,,0,j,isbi2009,0,0.8035750446866171
865,gnf_dna-48,6,3041,,1,j,isbi2009,0,0.9063063063063064
866,gnf_dna-49,6,3042,,2,j,isbi2009,0,0.8333994101435961
867,gnf_dna-5,6,3043,,3,j,isbi2009,0,0.8466485507246377
868,gnf_dna-6,6,3044,,0,j,isbi2009,0,0.8185160427807489
869,gnf_dna-7,6,3045,,1,j,isbi2009,0,0.7779134528524773
870,gnf_dna-8,6,3046,,2,j,isbi2009,0,0.7150000000000001
871,gnf_dna-9,6,3047,,3,j,isbi2009,0,0.7705711793040834
872,ic100_dna-0,6,3048,,0,j,isbi2009,0,0.8315066982653633
873,ic100_dna-1,6,3049,,1,j,isbi2009,0,0.9058558558558556
874,ic100_dna-10,6,3050,,2,j,isbi2009,0,0.8877445551864158
875,ic100_dna-11,6,3051,,3,j,isbi2009,0,0.8706312259169403
876,ic100_dna-12,6,3052,,0,j,isbi2009,0,0.8108891594246492
877,ic100_dna-13,6,3053,,1,j,isbi2009,0,0.7928756884343037
878,ic100_dna-14,6,3054,,2,j,isbi2009,0,0.7875778761006536
879,ic100_dna-15,6,3055,,3,j,isbi2009,0,0.7720076027559991
880,ic100_dna-16,6,3056,,0,j,isbi2009,0,0.8360097480706944
881,ic100_dna-17,6,3057,,1,j,isbi2009,0,0.7474293611793612
882,ic100_dna-18,6,3058,,2,j,isbi2009,0,0.8539665171244119
883,ic100_dna-19,6,3059,,3,j,isbi2009,0,0.7327068716845442
884,ic100_dna-2,6,3060,,0,j,isbi2009,0,0.7454209052041869
885,ic100_dna-20,6,3061,,1,j,isbi2009,0,0.9045358036405808
886,ic100_dna-21,6,3062,,2,j,isbi2009,0,0.8062727889959009
887,ic100_dna-22,6,3063,,3,j,isbi2009,0,0.7194522081691893
888,ic100_dna-23,6,3064,,0,j,isbi2009,0,0.8314125650260105
889,ic100_dna-24,6,3065,,1,j,isbi2009,0,0.6749304599626094
890,ic100_dna-26,6,3066,,2,j,isbi2009,0,0.752397971732077
891,ic100_dna-27,6,3067,,3,j,isbi2009,0,0.7310081444430759
892,ic100_dna-28,6,3068,,0,j,isbi2009,0,0.8441038233475208
893,ic100_dna-29,6,3069,,1,j,isbi2009,0,0.7203382246336196
894,ic100_dna-3,6,3070,,2,j,isbi2009,0,0.6619878618113914
895,ic100_dna-30,6,3071,,3,j,isbi2009,0,0.6572048976602549
896,ic100_dna-31,6,3072,,0,j,isbi2009,0,0.7416559795730459
